seed,input,predicted_label,predicted_explanation
1967,Where do you buy potato chips?,supermarket,potato chips are a snack food.
1967,"My house is very dry, with little water in the air. What tool should I use to fix this?",humidifier,"my house is very dry, with little water in the air. i need to fix this. i need to use humidifier to fix the dry air."
1967,"People from all countries enjoyed the music, what was the music like?",universal,universal music is universal music. universal music is music that is universal. universal music is music that is universal. universal music is music that is universal. universal music is music that is universal. universal music is music that is universal. universal music is music that is universal. universal music is music that is universal.
1967,"If I see a laptop on a table, where might I be?",internet cafe,internet cafe is a place where people can use their laptops.
1967,The woman spent her evenings working hard for herself. What did she do with her tasks?,accomplish goals,
1967,"More people should lower the guard and just have fun, we don't got long just what?",enjoy living,we don't got long just what? enjoy living is the act of living a life of enjoyment.
1967,How does one decide if instituting a particular civil action is fair?,trial,trial is a trial of fact. trial is a trial of fact.
1967,Where can you store candy to keep it from going stale?,jar,
1967,"Many addicts turn to exercise to deal with their addictions, this is because it is a healthy way to do what?",expend energy,exercise is a healthy way to expend energy.
2051,"The big man was all size and no talent, but the coach taught him to defend the key and make it his home on the what?",basketball court,the big man was all size and no talent.
2051,"The trombone is a very animated instrument, it fits in really well on the field as a member of the what?",marching band,marching band is a group of people who march. marching bands are groups of people who march. marching bands are groups of people who march. marching bands are groups of people who march. marching bands are groups of people who march. marching bands are groups of people who march. marching bands are groups of people who march. marching bands are groups of people who march. marching bands are groups of people who march. marching bands
2051,Where is known for powerful storms from the ocean?,tropics,tropics is known for powerful storms from the ocean.
2051,What might have a drop of flood on their fingertip?,person,a drop of flood on their fingertip is a drop of flood.
2051,What is a person going for a long walk in need of?,comfortable shoes,comfortable shoes are the things that a person needs to go for a long walk.
2051,Where are floors kept clean for holy purposes?,synagogue,
